idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
709,35.522,89.4799744389984,60.7943150709998,ok,60.793185843000174,1.407929114894971e-05,2.3829001293051988e-05
710,35.538,89.48018768099973,60.80098094699861,ok,60.79986848899898,1.4252194816506673e-05,4.6069999370956793e-05
711,35.572,89.48037764399851,60.80544634200123,ok,60.804276575001495,1.4574367083650365e-05,3.239699981349986e-05
712,35.589,89.48055813399878,60.794878237000376,ok,60.793766279999545,1.3879582276118366e-05,2.2190000890986994e-05
713,35.606,89.48075130599864,60.801556804999564,ok,60.800448680000045,1.3836531632224723e-05,2.2631998945144005e-05
714,35.639,89.48092594399895,60.80605566900158,ok,60.80493323900009,1.398953164322007e-05,2.808399949572049e-05
715,35.656,89.48109572899921,60.81048694399942,ok,60.809365174998675,1.4002012673550273e-05,2.28790013352409e-05
716,35.673,89.48126188999959,60.795343783000135,ok,60.79420556900004,1.4183936711353592e-05,3.0533001336152665e-05
717,35.69,89.48143609499857,60.8066700039999,ok,60.805577428000106,1.3629493659658393e-05,2.354199932597112e-05
718,35.757,89.4816027049983,60.798425726999994,ok,60.797327648000646,1.3710443039875642e-05,2.4880999262677506e-05
719,35.808,89.4818400969998,60.82835225500094,ok,60.82723763100148,1.3916303780920143e-05,2.393600152572617e-05
720,35.825,89.48216341199986,60.82576930600044,ok,60.824634084001445,1.4150417710085623e-05,2.8242999178473838e-05
721,36.018,89.48239375399862,60.820853334000276,ok,60.81970612999976,1.4308898727581954e-05,2.4524999389541335e-05
722,36.055,89.48260242499964,60.81475276299898,ok,60.813629154999944,1.4010531645632184e-05,2.4614999347249977e-05
723,36.073,89.48285595599918,60.80990615799965,ok,60.80876822200116,1.4196177197604062e-05,2.8357000701362267e-05
724,36.129,89.48303301499982,60.815466639998704,ok,60.814353671999925,1.3885215179747135e-05,2.4437000320176594e-05
725,36.147,89.48322289099997,60.81643290700049,ok,60.815306524000334,1.4063518991158933e-05,2.8185000701341778e-05
